id,title,releaseDate,ratingValue,ratingCount,genres,duration,url,posterUrl,description
238,The Godfather,14 Maret 1972,8.686,23516,Drama | Crime,,https://www.themoviedb.org/movie/238,https://image.tmdb.org/t/p/w500/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,Patriark tua dari dinasti kejahatan terorganisir di New York City pascaperang mengalihkan kendali kerajaan klandestinnya kepada putra bungsunya yang enggan.
315635,Spider-Man: Homecoming,5 Juli 2017,7.333,23862,Action | Adventure | Science Fiction,,https://www.themoviedb.org/movie/315635,https://image.tmdb.org/t/p/w500/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,"Peter Parker, dibawah bimbingan Tony Stark, mencoba menyeimbangkan perannya sebagai Spider-man dan remaja sekolah menengah atas ditengah kemunculan ancaman baru, sang Vulture."
456931,Les Îles,21 Mei 2017,4.2,25,Drama | Fantasy | Horror | Romance,,https://www.themoviedb.org/movie/456931,https://image.tmdb.org/t/p/w500/sRINgACuZN3lNfREPBDpySvT1jY.jpg,
936075,Michael,22 April 2026,8.647,4293,Music | Drama,,https://www.themoviedb.org/movie/936075,https://image.tmdb.org/t/p/w500/dueFqKLvjftnELZaGYwY7xinfaI.jpg,
53653,監獄風雲,13 November 1987,7,109,Crime | Drama,,https://www.themoviedb.org/movie/53653,https://image.tmdb.org/t/p/w500/ywFyD2t6QylShE8ARjVuftS9iD4.jpg,
1101383,The End of Oak Street,12 Agustus 2026,6.4,464,Science Fiction | Mystery | Thriller,,https://www.themoviedb.org/movie/1101383,https://image.tmdb.org/t/p/w500/nlC0I1cCemzfNLYPnAhdydpOYOi.jpg,
1698863,The Odyssey,3 Juli 2026,4.007,514,Adventure | Fantasy | Action,,https://www.themoviedb.org/movie/1698863,https://image.tmdb.org/t/p/w500/b0z3ViIC5AkbJoqxmTpqyjgmoJs.jpg,
1384216,The Dog Stars,26 Agustus 2026,6.64,236,Science Fiction | Drama | Adventure,,https://www.themoviedb.org/movie/1384216,https://image.tmdb.org/t/p/w500/5O616X9vmRzQdB68PHzBewPittd.jpg,
299534,Avengers: Endgame,24 April 2019,8.242,28600,Adventure | Science Fiction | Action,,https://www.themoviedb.org/movie/299534,https://image.tmdb.org/t/p/w500/ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg,"Terdampar di luar angkasa tanpa persediaan makanan dan minuman, Tony Stark berusaha mengirim pesan untuk Pepper Potts dimana persediaan oksigen mulai menipis. Sementara itu para Avengers yang tersisa harus menemukan cara untuk mengembalikan 50% mahluk di seluruh dunia yang telah dilenyapkan oleh Thanos."
533535,Deadpool & Wolverine,24 Juli 2024,7.586,9399,Action | Comedy | Science Fiction,,https://www.themoviedb.org/movie/533535,https://image.tmdb.org/t/p/w500/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,"Wade Wilson yang lesu bekerja keras dalam kehidupan sipil dengan hari-harinya sebagai tentara bayaran yang fleksibel secara moral, Deadpool, di belakangnya. Namun ketika dunia asalnya menghadapi ancaman eksistensial, Wade terpaksa harus kembali bekerja sama dengan Wolverine yang bahkan lebih enggan."
1731694,LEGO Star Wars: The Mandalorian,2 September 2026,6.9,22,Animation | Science Fiction | Adventure | Family | Action,,https://www.themoviedb.org/movie/1731694,https://image.tmdb.org/t/p/w500/x3HEvYXWOW6WHqsHmg2MUVy3SLm.jpg,
1432706,Bury the Devil,6 Maret 2026,5.81,21,Horror | Thriller,,https://www.themoviedb.org/movie/1432706,https://image.tmdb.org/t/p/w500/yQ3GeVsebrhOPIBhIdoSslbndEv.jpg,
155,The Dark Knight,16 Juli 2008,8.535,36656,Action | Thriller,,https://www.themoviedb.org/movie/155,https://image.tmdb.org/t/p/w500/qJ2tW6WMUDux911r6m7haRef0WH.jpg,
327317,Provocazione,25 November 1988,5.6,29,Drama,,https://www.themoviedb.org/movie/327317,https://image.tmdb.org/t/p/w500/5xryGDSx1fImQbD0Z9BIXCSXftJ.jpg,
1212763,Evil Dead Burn,7 Juli 2026,7.71,1477,Horror,,https://www.themoviedb.org/movie/1212763,https://image.tmdb.org/t/p/w500/uRxrNXQWkHoENm3nwVOZDYSCx2F.jpg,
405746,DOOR,14 Mei 1988,6.063,32,Horror | Mystery | Thriller,,https://www.themoviedb.org/movie/405746,https://image.tmdb.org/t/p/w500/rmD3Q8wPrzbe5P5gDgbzR0fsDQx.jpg,
1494843,丫丫,1 Maret 1979,0,0,,,https://www.themoviedb.org/movie/1494843,https://image.tmdb.org/t/p/w500/yw74ajOTn9SG1wbDao62IVf7VlW.jpg,
671,Harry Potter dan Batu Bertuah,16 November 2001,7.903,30178,Adventure | Fantasy,,https://www.themoviedb.org/movie/671,https://image.tmdb.org/t/p/w500/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,"Harry Potter telah tinggal di bawah tangga di rumah bibinya dan rumah pamannya sepanjang hidupnya. Tetapi pada ulang tahunnya yang ke-11, ia mengetahui bahwa ia adalah penyihir yang kuat - dengan tempat yang menunggunya di Sekolah Sihir dan Penyihir Hogwarts. Ketika dia belajar untuk memanfaatkan kekuatan yang baru ditemukannya dengan bantuan kepala sekolah yang ramah, Harry mengungkap kebenaran tentang kematian orangtuanya - dan tentang penjahat yang harus disalahkan."
1523145,Твоё сердце будет разбито,26 Maret 2026,7.1,120,Romance,,https://www.themoviedb.org/movie/1523145,https://image.tmdb.org/t/p/w500/iGpMm603GUKH2SiXB2S5m4sZ17t.jpg,
27205,Inception,15 Juli 2010,8.373,40142,Action | Science Fiction | Adventure,,https://www.themoviedb.org/movie/27205,https://image.tmdb.org/t/p/w500/xlaY2zyzMfkhk0HSC5VUwzoZPU1.jpg,"Cobb, seorang pencuri terampil yang melakukan spionase perusahaan dengan menyusup ke alam bawah sadar targetnya ditawarkan kesempatan untuk mendapatkan kembali kehidupan lamanya sebagai pembayaran untuk tugas yang dianggap mustahil: ""permulaan"", penanaman ide orang lain ke dalam alam bawah sadar target."
687259,镜花风月三之螺女挑情,1 Januari 1982,6.2,2,Horror,,https://www.themoviedb.org/movie/687259,https://image.tmdb.org/t/p/w500/m4ALMhsuqOOUkkABvgQWfrgoL8y.jpg,
30723,Cavegirl,1 Mei 1985,3.917,24,Comedy,,https://www.themoviedb.org/movie/30723,https://image.tmdb.org/t/p/w500/kONbgktPKsm3EMj3MiES0IP8BRr.jpg,
1314481,The Devil Wears Prada 2,29 April 2026,7.046,2291,Comedy | Drama,,https://www.themoviedb.org/movie/1314481,https://image.tmdb.org/t/p/w500/xTI42pmsP5EDnvsNJPEDubwWBQO.jpg,
557,Spider-Man,1 Mei 2002,7.353,21375,Action | Science Fiction,,https://www.themoviedb.org/movie/557,https://image.tmdb.org/t/p/w500/or6XJBVpcEbIkma0V9zshnbEtx4.jpg,"Setelah digigit laba-laba hasil rekayasa genetika di Oscorp, siswa SMA yang kutu buku tetapi menawan Peter Parker dianugerahi kekuatan luar biasa untuk menjadi pahlawan super yang dikenal sebagai Spider-Man."
569094,Spider-Man: Across the Spider-Verse,31 Mei 2023,8.347,9208,Animation | Action | Adventure | Science Fiction,,https://www.themoviedb.org/movie/569094,https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,
324857,Spider-Man: Into the Spider-Verse,6 Desember 2018,8.399,17827,Animation | Action | Adventure | Science Fiction,,https://www.themoviedb.org/movie/324857,https://image.tmdb.org/t/p/w500/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,"Setelah digigit laba-laba radioaktif, seorang remaja Brooklyn, Miles Morales, mendapat pelajaran singkat cara berayun dengan jaring dari rekan-rekannya di dimensi lain."
822119,Captain America: Brave New World,12 Februari 2025,5.951,3381,Action | Thriller | Science Fiction,,https://www.themoviedb.org/movie/822119,https://image.tmdb.org/t/p/w500/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg,Sekuel The Falcon and the Winter Soldier dari Marvel Studios dan mengikuti Sam Wilson sebagai Captain America yang baru.
1284041,The Last House,6 Agustus 2026,6.896,1286,Horror | Science Fiction | Thriller,,https://www.themoviedb.org/movie/1284041,https://image.tmdb.org/t/p/w500/6JU7E8Vv2M11egkctWVOScxWR75.jpg,"Tiba-tiba terkurung di dalam rumah, keluarga ini harus bekerja sama untuk bertahan hidup saat persediaan makanan menipis dan kekuatan jahat membuat mereka terperangkap."
1291595,Insidious: Out of the Further,19 Agustus 2026,6.488,129,Horror | Thriller,,https://www.themoviedb.org/movie/1291595,https://image.tmdb.org/t/p/w500/4tTrW9dXCByS5wt2pXVWb58zNjz.jpg,
1110034,Kraken,6 Februari 2026,6.232,314,Horror | Action | Thriller,,https://www.themoviedb.org/movie/1110034,https://image.tmdb.org/t/p/w500/uUCVGVWnBgIf6NV3AqHpJcCBC8T.jpg,
1726,Iron Man,30 April 2008,7.664,28779,Action | Science Fiction | Adventure,,https://www.themoviedb.org/movie/1726,https://image.tmdb.org/t/p/w500/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,"Menceritakan kisah Tony Stark, seorang industrialis miliarder dan penemu jenius yang diculik dan dipaksa untuk membuat senjata yang mematikan. Namun, dengan menggunakan kecerdasan dan kepintarannya, Tony membangun baju zirah berteknologi tinggi dan melarikan diri dari penawanan. Ketika ia mengungkap sebuah rencana jahat dengan implikasi global, ia mengenakan baju zirah ampuhnya dan bersumpah untuk melindungi dunia sebagai Iron Man."
1727780,Borderline,17 Juli 2026,5.969,16,Thriller,,https://www.themoviedb.org/movie/1727780,https://image.tmdb.org/t/p/w500/sAA2mjpYJFAKydtzG4P4aHC4mZk.jpg,
1631807,Den hemmelige kvinde,28 Agustus 2026,6.315,73,Drama | Thriller | Mystery,,https://www.themoviedb.org/movie/1631807,https://image.tmdb.org/t/p/w500/kZBd6WJ5U20NJ0WsPm5YpVfHbgb.jpg,
872585,Oppenheimer,19 Juli 2023,8.022,12442,Drama | History,,https://www.themoviedb.org/movie/872585,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,Kisah J. Peran Robert Oppenheimer dalam pengembangan bom atom selama Perang Dunia II.
1302904,Practical Magic 2,9 September 2026,6.5,12,Romance | Fantasy | Comedy,,https://www.themoviedb.org/movie/1302904,https://image.tmdb.org/t/p/w500/ogwQOLbCfncjvBhFb5l0OmQH8KC.jpg,
597,Titanic,18 Desember 1997,7.9,27702,Drama | Romance,,https://www.themoviedb.org/movie/597,https://image.tmdb.org/t/p/w500/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,Seorang bangsawan berusia tujuh belas tahun jatuh cinta dengan artis yang baik hati namun miskin di atas kapal R.M.S. Raksasa.
